Data;Cliente ID;Produto SKU;Qtde.;;;;
28/01/2028;C0026;CL002;1185;;;;
28/01/2028;C0026;CS001;213;;;;
28/01/2028;C0026;CS002;289;;;;
28/01/2028;C0026;CS003;720;;;;
28/01/2028;C0026;CS004;1088;;;;
28/01/2028;C0026;CT001;958;;;;
28/01/2028;C0026;CT002;866;;;;
28/01/2028;C0026;CT003;999;;;;
28/01/2028;C0026;VS001;1065;;;;
28/01/2028;C0025;VS002;1187;;;;
28/01/2028;C0025;VS003;512;;;;
28/01/2028;C0026;VS004;207;;;;
28/01/2028;C0026;VS005;430;;;;
28/01/2028;C0025;AS004;710;;;;
28/01/2028;C0026;AS005;333;;;;
31/01/2028;C0010;AT002;548;;;;
31/01/2028;C0029;CL001;611;;;;
31/01/2028;C0011;CL002;580;;;;
31/01/2028;C0029;CS001;1379;;;;
31/01/2028;C0011;CS002;380;;;;
31/01/2028;C0029;CS003;601;;;;
31/01/2028;C0029;CS004;657;;;;
31/01/2028;C0010;CT001;390;;;;
31/01/2028;C0010;CT002;924;;;;
31/01/2028;C0029;CT003;775;;;;
31/01/2028;C0029;VS001;741;;;;
31/01/2028;C0010;VS002;465;;;;
31/01/2028;C0029;VS003;1607;;;;
31/01/2028;C0011;VS004;1236;;;;
01/02/2028;C0016;AS005;955;;;;
01/02/2028;C0021;AT001;303;;;;
01/02/2028;C0008;AT002;1715;;;;
01/02/2028;C0021;CL001;570;;;;
01/02/2028;C0008;CL002;361;;;;
01/02/2028;C0016;CS001;1082;;;;
01/02/2028;C0016;CS002;1000;;;;
01/02/2028;C0008;CS003;415;;;;
01/02/2028;C0016;CS004;2121;;;;
01/02/2028;C0021;CT001;373;;;;
01/02/2028;C0016;CT002;430;;;;
01/02/2028;C0021;CT003;1641;;;;
02/02/2028;C0006;VS001;968;;;;
02/02/2028;C0010;VS002;1122;;;;
02/02/2028;C0007;VS003;619;;;;
02/02/2028;C0014;VS004;922;;;;
02/02/2028;C0007;VS005;257;;;;
02/02/2028;C0006;AL001;723;;;;
02/02/2028;C0010;AL002;714;;;;
02/02/2028;C0006;AS005;1132;;;;
02/02/2028;C0014;AT001;876;;;;
02/02/2028;C0014;AT002;288;;;;
02/02/2028;C0010;CL001;407;;;;
02/02/2028;C0007;CL002;1002;;;;
02/02/2028;C0014;CS001;639;;;;
02/02/2028;C0007;CS002;1330;;;;
02/02/2028;C0007;CS003;686;;;;
03/02/2028;C0026;CS004;922;;;;
03/02/2028;C0013;CT001;909;;;;
03/02/2028;C0016;CT002;592;;;;
03/02/2028;C0009;CT003;507;;;;
03/02/2028;C0016;VS001;1079;;;;
03/02/2028;C0013;VS002;546;;;;
03/02/2028;C0013;VS003;443;;;;
03/02/2028;C0009;VS004;334;;;;
03/02/2028;C0009;VS005;230;;;;
03/02/2028;C0026;AL001;930;;;;
03/02/2028;C0013;AL002;904;;;;
03/02/2028;C0009;AS005;1480;;;;
03/02/2028;C0016;AT001;786;;;;
03/02/2028;C0026;AT002;833;;;;
03/02/2028;C0026;CL001;418;;;;
03/02/2028;C0026;CL002;1300;;;;
03/02/2028;C0026;CS001;1049;;;;
03/02/2028;C0013;CS002;1637;;;;
04/02/2028;C0015;CS003;488;;;;
04/02/2028;C0007;CS004;1273;;;;
04/02/2028;C0006;CT001;664;;;;
04/02/2028;C0015;CT002;224;;;;
04/02/2028;C0006;CT003;187;;;;
04/02/2028;C0006;VS001;1183;;;;
04/02/2028;C0007;VS002;470;;;;
04/02/2028;C0007;VS003;613;;;;
04/02/2028;C0006;VS004;395;;;;
04/02/2028;C0015;VS005;778;;;;
04/02/2028;C0015;AL001;630;;;;
04/02/2028;C0015;AL002;1185;;;;
04/02/2028;C0007;AS005;285;;;;
04/02/2028;C0015;AT001;242;;;;
04/02/2028;C0006;AT002;499;;;;
04/02/2028;C0006;CL001;754;;;;
04/02/2028;C0007;CL002;611;;;;
04/02/2028;C0007;CS001;1475;;;;
04/02/2028;C0015;CS002;1419;;;;
07/02/2028;C0008;CS003;457;;;;
07/02/2028;C0021;CS004;429;;;;
07/02/2028;C0011;CT001;1301;;;;
07/02/2028;C0011;CT002;1134;;;;
07/02/2028;C0008;CT003;879;;;;
07/02/2028;C0008;VS001;423;;;;
07/02/2028;C0011;VS002;1110;;;;
07/02/2028;C0008;VS003;1361;;;;
07/02/2028;C0008;VS004;1485;;;;
07/02/2028;C0011;VS005;1426;;;;
07/02/2028;C0008;AL001;913;;;;
07/02/2028;C0021;AL002;474;;;;
07/02/2028;C0008;AS005;920;;;;
08/02/2028;C0023;AT001;797;;;;
08/02/2028;C0007;AT002;400;;;;
08/02/2028;C0008;CL001;1088;;;;
08/02/2028;C0007;CL002;630;;;;
08/02/2028;C0007;CS001;1591;;;;
08/02/2028;C0008;CS002;557;;;;
08/02/2028;C0007;CS003;543;;;;
08/02/2028;C0023;CS004;1250;;;;
08/02/2028;C0008;CT001;1553;;;;
08/02/2028;C0023;CT002;312;;;;
08/02/2028;C0007;CT003;634;;;;
08/02/2028;C0007;VS001;477;;;;
08/02/2028;C0023;VS002;619;;;;
08/02/2028;C0023;VS003;747;;;;
08/02/2028;C0007;VS004;291;;;;
08/02/2028;C0007;VS005;335;;;;
08/02/2028;C0023;AL001;1380;;;;
09/02/2028;C0014;AL002;445;;;;
09/02/2028;C0025;AS005;994;;;;
09/02/2028;C0014;AT001;677;;;;
09/02/2028;C0025;AT002;355;;;;
09/02/2028;C0014;CL001;806;;;;
09/02/2028;C0025;CL002;904;;;;
09/02/2028;C0014;CS001;629;;;;
09/02/2028;C0025;CS002;1048;;;;
09/02/2028;C0025;CS003;811;;;;
09/02/2028;C0014;CS004;1677;;;;
09/02/2028;C0014;CT001;763;;;;
09/02/2028;C0014;CT002;752;;;;
09/02/2028;C0025;CT003;407;;;;
09/02/2028;C0014;VS001;402;;;;
09/02/2028;C0014;VS002;552;;;;
09/02/2028;C0025;VS003;1054;;;;
09/02/2028;C0014;VS004;205;;;;
09/02/2028;C0014;VS005;238;;;;
09/02/2028;C0014;AL001;621;;;;
09/02/2028;C0025;AL002;1108;;;;
10/02/2028;C0003;AS005;1027;;;;
10/02/2028;C0006;AT001;1080;;;;
10/02/2028;C0003;AT002;192;;;;
10/02/2028;C0006;CL001;1132;;;;
10/02/2028;C0006;CL002;476;;;;
10/02/2028;C0003;CS001;1135;;;;
10/02/2028;C0003;CS002;669;;;;
10/02/2028;C0003;CS003;498;;;;
10/02/2028;C0003;CS004;1886;;;;
10/02/2028;C0006;CT001;564;;;;
10/02/2028;C0003;CT002;996;;;;
10/02/2028;C0003;CT003;493;;;;
11/02/2028;C0021;VS001;925;;;;
11/02/2028;C0008;VS002;537;;;;
11/02/2028;C0025;VS003;1734;;;;
11/02/2028;C0025;VS004;381;;;;
11/02/2028;C0025;VS005;550;;;;
11/02/2028;C0025;AL001;859;;;;
11/02/2028;C0025;AL002;962;;;;
11/02/2028;C0008;AS005;690;;;;
11/02/2028;C0021;AT001;286;;;;
11/02/2028;C0021;AT002;631;;;;
11/02/2028;C0008;CL001;370;;;;
11/02/2028;C0021;CL002;1299;;;;
11/02/2028;C0021;CS001;994;;;;
11/02/2028;C0021;CS002;797;;;;
11/02/2028;C0021;CS003;454;;;;
11/02/2028;C0025;CS004;207;;;;
14/02/2028;C0030;CT001;1168;;;;
14/02/2028;C0008;CT002;1152;;;;
14/02/2028;C0017;CT003;1552;;;;
14/02/2028;C0030;VS001;835;;;;
14/02/2028;C0008;VS002;729;;;;
14/02/2028;C0017;VS003;487;;;;
14/02/2028;C0017;VS004;307;;;;
14/02/2028;C0030;VS005;1617;;;;
14/02/2028;C0017;AL001;524;;;;
14/02/2028;C0008;AL002;911;;;;
14/02/2028;C0030;AS005;706;;;;
14/02/2028;C0008;AT001;1277;;;;
14/02/2028;C0008;AT002;363;;;;
14/02/2028;C0030;CL001;441;;;;
14/02/2028;C0017;CL002;1426;;;;
14/02/2028;C0030;CS001;408;;;;
14/02/2028;C0008;CS002;471;;;;
14/02/2028;C0008;CS003;885;;;;
14/02/2028;C0017;CS004;1146;;;;
15/02/2028;C0017;CT001;384;;;;
15/02/2028;C0016;CT002;862;;;;
15/02/2028;C0026;CT003;1075;;;;
15/02/2028;C0025;VS001;1095;;;;
15/02/2028;C0025;VS002;1262;;;;
15/02/2028;C0016;VS003;213;;;;
15/02/2028;C0017;VS004;1474;;;;
15/02/2028;C0025;VS005;631;;;;
15/02/2028;C0025;AL001;485;;;;
15/02/2028;C0016;AL002;900;;;;
15/02/2028;C0016;AS005;1083;;;;
15/02/2028;C0017;AT001;677;;;;
15/02/2028;C0025;AT002;1379;;;;
15/02/2028;C0017;CL001;785;;;;
15/02/2028;C0016;CL002;366;;;;
15/02/2028;C0025;CS001;441;;;;
15/02/2028;C0017;CS002;591;;;;
16/02/2028;C0021;CS003;2129;;;;
16/02/2028;C0007;CS004;418;;;;
16/02/2028;C0019;CT001;213;;;;
16/02/2028;C0021;CT002;639;;;;
16/02/2028;C0019;CT003;530;;;;
16/02/2028;C0007;VS001;474;;;;
16/02/2028;C0021;VS002;322;;;;
16/02/2028;C0021;VS003;1130;;;;
16/02/2028;C0019;VS004;1141;;;;
16/02/2028;C0021;VS005;462;;;;
16/02/2028;C0021;AL001;930;;;;
16/02/2028;C0021;AL002;827;;;;
16/02/2028;C0007;AS005;344;;;;
17/02/2028;C0004;AT001;211;;;;
17/02/2028;C0015;AT002;432;;;;
17/02/2028;C0021;CL001;749;;;;
17/02/2028;C0003;CL002;315;;;;
17/02/2028;C0004;CS001;424;;;;
17/02/2028;C0021;CS002;399;;;;
17/02/2028;C0003;CS003;1585;;;;
17/02/2028;C0015;CS004;822;;;;
17/02/2028;C0004;CT001;1130;;;;
17/02/2028;C0004;CT002;771;;;;
17/02/2028;C0021;CT003;634;;;;
17/02/2028;C0003;VS001;1030;;;;
17/02/2028;C0021;VS002;644;;;;
17/02/2028;C0003;VS003;1134;;;;
17/02/2028;C0003;VS004;1406;;;;
18/02/2028;C0022;VS005;587;;;;
18/02/2028;C0021;AL001;555;;;;
18/02/2028;C0028;AL002;720;;;;
18/02/2028;C0028;AS005;658;;;;
18/02/2028;C0021;AT001;928;;;;
18/02/2028;C0022;AT002;813;;;;
18/02/2028;C0022;CL001;336;;;;
18/02/2028;C0028;CL002;513;;;;
18/02/2028;C0028;CS001;1419;;;;
18/02/2028;C0021;CS002;1229;;;;
18/02/2028;C0022;CS003;943;;;;
18/02/2028;C0028;CS004;1558;;;;
18/02/2028;C0021;CT001;1335;;;;
18/02/2028;C0022;CT002;1398;;;;
21/02/2028;C0029;CT003;1406;;;;
21/02/2028;C0007;VS001;593;;;;
21/02/2028;C0024;VS002;552;;;;
21/02/2028;C0007;VS003;884;;;;
21/02/2028;C0007;VS004;616;;;;
21/02/2028;C0007;VS005;1089;;;;
21/02/2028;C0007;AL001;545;;;;
21/02/2028;C0029;AL002;916;;;;
21/02/2028;C0029;AS005;893;;;;
21/02/2028;C0024;AT001;348;;;;
21/02/2028;C0024;AT002;535;;;;
21/02/2028;C0007;CL001;1954;;;;
21/02/2028;C0024;CL002;1075;;;;
21/02/2028;C0029;CS001;376;;;;
21/02/2028;C0029;CS002;947;;;;
22/02/2028;C0016;CS003;527;;;;
22/02/2028;C0021;CS004;1409;;;;
22/02/2028;C0006;CT001;1723;;;;
22/02/2028;C0016;CT002;1322;;;;
22/02/2028;C0006;CT003;1083;;;;
22/02/2028;C0016;VS001;701;;;;
22/02/2028;C0016;VS002;1395;;;;
22/02/2028;C0016;VS003;914;;;;
22/02/2028;C0021;VS004;1268;;;;
22/02/2028;C0006;VS005;357;;;;
22/02/2028;C0016;AL001;530;;;;
22/02/2028;C0016;AL002;671;;;;
22/02/2028;C0021;AS005;833;;;;
22/02/2028;C0006;AT001;1466;;;;
23/02/2028;C0030;AT002;236;;;;
23/02/2028;C0021;CL001;1011;;;;
23/02/2028;C0028;CL002;348;;;;
23/02/2028;C0028;CS001;559;;;;
23/02/2028;C0030;CS002;306;;;;
23/02/2028;C0028;CS003;1217;;;;
23/02/2028;C0030;CS004;550;;;;
23/02/2028;C0021;CT001;1315;;;;
23/02/2028;C0030;CT002;739;;;;
23/02/2028;C0021;CT003;1167;;;;
23/02/2028;C0030;VS001;765;;;;
23/02/2028;C0021;VS002;482;;;;
23/02/2028;C0030;VS003;529;;;;
23/02/2028;C0021;VS004;896;;;;
23/02/2028;C0021;VS005;393;;;;
23/02/2028;C0030;AL001;334;;;;
24/02/2028;C0026;AL002;661;;;;
24/02/2028;C0013;AS005;747;;;;
24/02/2028;C0011;AT001;566;;;;
24/02/2028;C0011;AT002;1606;;;;
24/02/2028;C0026;CL001;1386;;;;
24/02/2028;C0013;CL002;420;;;;
24/02/2028;C0013;CS001;1503;;;;
24/02/2028;C0026;CS002;770;;;;
24/02/2028;C0026;CS003;779;;;;
24/02/2028;C0013;CS004;1084;;;;
24/02/2028;C0026;CT001;367;;;;
24/02/2028;C0026;CT002;512;;;;
24/02/2028;C0011;CT003;656;;;;
24/02/2028;C0011;VS001;575;;;;
25/02/2028;C0011;VS002;1197;;;;
25/02/2028;C0028;VS003;1530;;;;
25/02/2028;C0007;VS004;1527;;;;
25/02/2028;C0011;VS005;608;;;;
25/02/2028;C0007;AL001;469;;;;
25/02/2028;C0011;AL002;1169;;;;
25/02/2028;C0028;AS005;1115;;;;
25/02/2028;C0028;AT001;958;;;;
25/02/2028;C0007;AT002;779;;;;
25/02/2028;C0007;CL001;1716;;;;
25/02/2028;C0007;CL002;298;;;;
25/02/2028;C0007;CS001;1063;;;;
25/02/2028;C0011;CS002;621;;;;
28/02/2028;C0030;CS003;730;;;;
28/02/2028;C0004;CS004;869;;;;
28/02/2028;C0005;CT001;806;;;;
28/02/2028;C0030;CT002;519;;;;
28/02/2028;C0030;CT003;926;;;;
28/02/2028;C0004;VS001;610;;;;
28/02/2028;C0005;VS002;498;;;;
28/02/2028;C0030;VS003;1448;;;;
28/02/2028;C0030;VS004;230;;;;
28/02/2028;C0030;VS005;1339;;;;
28/02/2028;C0030;AL001;344;;;;
28/02/2028;C0005;AL002;494;;;;
28/02/2028;C0030;AS005;1523;;;;
28/02/2028;C0004;AT001;447;;;;
28/02/2028;C0005;AT002;547;;;;
28/02/2028;C0004;CL001;709;;;;
28/02/2028;C0005;CL002;296;;;;
28/02/2028;C0005;CS001;1345;;;;
28/02/2028;C0004;CS002;889;;;;
28/02/2028;C0004;CS003;1644;;;;
29/02/2028;C0023;CS004;1067;;;;
29/02/2028;C0022;CT001;591;;;;
29/02/2028;C0004;CT002;699;;;;
29/02/2028;C0025;CT003;1008;;;;
29/02/2028;C0023;VS001;578;;;;
29/02/2028;C0004;VS002;857;;;;
29/02/2028;C0022;VS003;1534;;;;
29/02/2028;C0004;VS004;407;;;;
29/02/2028;C0025;VS005;686;;;;
29/02/2028;C0023;AL001;572;;;;
29/02/2028;C0004;AL002;686;;;;
29/02/2028;C0022;AS005;1055;;;;
29/02/2028;C0022;AT001;498;;;;
29/02/2028;C0023;AT002;2032;;;;
29/02/2028;C0025;CL001;682;;;;
29/02/2028;C0023;CL002;1098;;;;
01/03/2028;C0001;AT001;444;;;;
01/03/2028;C0016;AT002;977;;;;
01/03/2028;C0015;CL001;439;;;;
01/03/2028;C0025;CL002;1554;;;;
01/03/2028;C0016;CS001;404;;;;
01/03/2028;C0016;CS002;462;;;;
01/03/2028;C0001;CS003;1219;;;;
01/03/2028;C0025;CS004;1291;;;;
01/03/2028;C0025;CT001;459;;;;
01/03/2028;C0001;CT002;238;;;;
01/03/2028;C0001;CT003;447;;;;
01/03/2028;C0001;VS001;572;;;;
01/03/2028;C0001;VS002;274;;;;
01/03/2028;C0016;VS003;648;;;;
01/03/2028;C0025;VS004;837;;;;
01/03/2028;C0016;VS005;312;;;;
01/03/2028;C0001;AL001;506;;;;
01/03/2028;C0016;AL002;1590;;;;
01/03/2028;C0001;AS001;296;;;;
01/03/2028;C0001;AS002;1301;;;;
02/03/2028;C0026;AT001;1067;;;;
02/03/2028;C0015;AT002;430;;;;
02/03/2028;C0015;CL001;1370;;;;
02/03/2028;C0026;CL002;1280;;;;
02/03/2028;C0015;CS001;1359;;;;
02/03/2028;C0015;CS002;1743;;;;
02/03/2028;C0015;CS003;969;;;;
02/03/2028;C0015;CS004;357;;;;
02/03/2028;C0026;CT001;561;;;;
02/03/2028;C0026;CT002;1656;;;;
02/03/2028;C0015;CT003;361;;;;
02/03/2028;C0015;VS001;645;;;;
02/03/2028;C0026;VS002;1127;;;;
02/03/2028;C0015;VS003;701;;;;
02/03/2028;C0026;VS004;1013;;;;
03/03/2028;C0005;VS005;794;;;;
03/03/2028;C0017;AL001;474;;;;
03/03/2028;C0024;AL002;307;;;;
03/03/2028;C0015;AS001;1554;;;;
03/03/2028;C0005;AS002;964;;;;
03/03/2028;C0015;AT001;1124;;;;
03/03/2028;C0024;AT002;690;;;;
03/03/2028;C0005;CL001;781;;;;
03/03/2028;C0017;CL002;383;;;;
03/03/2028;C0024;CS001;740;;;;
03/03/2028;C0017;CS002;388;;;;
03/03/2028;C0005;CS003;292;;;;
03/03/2028;C0017;CS004;1239;;;;
03/03/2028;C0017;CT001;539;;;;
03/03/2028;C0024;CT002;686;;;;
03/03/2028;C0024;CT003;1046;;;;
03/03/2028;C0005;VS001;425;;;;
03/03/2028;C0005;VS002;1131;;;;
03/03/2028;C0017;VS003;1499;;;;
03/03/2028;C0024;VS004;369;;;;
06/03/2028;C0017;VS005;163;;;;
06/03/2028;C0024;AL001;1195;;;;
06/03/2028;C0026;AL002;949;;;;
06/03/2028;C0019;AS001;248;;;;
06/03/2028;C0017;AS002;1341;;;;
06/03/2028;C0017;AT001;372;;;;
06/03/2028;C0019;AT002;1044;;;;
06/03/2028;C0024;CL001;724;;;;
06/03/2028;C0024;CL002;419;;;;
06/03/2028;C0024;CS001;983;;;;
06/03/2028;C0026;CS002;563;;;;
06/03/2028;C0024;CS003;346;;;;
06/03/2028;C0019;CS004;712;;;;
06/03/2028;C0026;CT001;738;;;;
06/03/2028;C0019;CT002;320;;;;
06/03/2028;C0024;CT003;692;;;;
06/03/2028;C0024;VS001;786;;;;
06/03/2028;C0024;VS002;763;;;;
06/03/2028;C0024;VS003;641;;;;
07/03/2028;C0016;VS004;500;;;;
07/03/2028;C0022;VS005;419;;;;
07/03/2028;C0004;AL001;578;;;;
07/03/2028;C0029;AL002;573;;;;
07/03/2028;C0004;AS001;389;;;;
07/03/2028;C0022;AS002;529;;;;
07/03/2028;C0029;AT001;1243;;;;
07/03/2028;C0016;AT002;584;;;;
07/03/2028;C0022;CL001;713;;;;
07/03/2028;C0029;CL002;1561;;;;
07/03/2028;C0022;CS001;685;;;;
07/03/2028;C0022;CS002;613;;;;
07/03/2028;C0004;CS003;800;;;;
07/03/2028;C0004;CS004;371;;;;
07/03/2028;C0029;CT001;591;;;;
07/03/2028;C0022;CT002;810;;;;
07/03/2028;C0016;CT003;447;;;;
07/03/2028;C0029;VS001;555;;;;
07/03/2028;C0022;VS002;556;;;;
08/03/2028;C0013;VS003;382;;;;
08/03/2028;C0003;VS004;268;;;;
08/03/2028;C0003;VS005;1214;;;;
08/03/2028;C0013;AL001;460;;;;
08/03/2028;C0003;AL002;967;;;;
08/03/2028;C0013;AS001;965;;;;
08/03/2028;C0013;AS002;616;;;;
08/03/2028;C0013;AT001;506;;;;
08/03/2028;C0003;AT002;550;;;;
08/03/2028;C0013;CL001;612;;;;
08/03/2028;C0013;CL002;377;;;;
08/03/2028;C0003;CS001;608;;;;
08/03/2028;C0003;CS002;436;;;;
08/03/2028;C0003;CS003;1196;;;;
09/03/2028;C0025;CS004;472;;;;
09/03/2028;C0026;CT001;803;;;;
09/03/2028;C0024;CT002;707;;;;
09/03/2028;C0026;CT003;533;;;;
09/03/2028;C0025;VS001;180;;;;
09/03/2028;C0024;VS002;1330;;;;
09/03/2028;C0025;VS003;456;;;;
09/03/2028;C0024;VS004;985;;;;
09/03/2028;C0024;VS005;1020;;;;
09/03/2028;C0024;AL001;1007;;;;
09/03/2028;C0026;AL002;371;;;;
09/03/2028;C0026;AS001;1022;;;;
09/03/2028;C0024;AS002;1675;;;;
09/03/2028;C0025;AT001;1599;;;;
09/03/2028;C0026;AT002;1042;;;;
09/03/2028;C0026;CL001;2132;;;;
09/03/2028;C0026;CL002;1138;;;;
09/03/2028;C0026;CS001;1296;;;;
10/03/2028;C0023;CS002;706;;;;
10/03/2028;C0018;CS003;896;;;;
10/03/2028;C0020;CS004;1122;;;;
10/03/2028;C0024;CT001;382;;;;
10/03/2028;C0018;CT002;526;;;;
10/03/2028;C0018;CT003;867;;;;
10/03/2028;C0024;VS001;936;;;;
10/03/2028;C0018;VS002;1290;;;;
10/03/2028;C0023;VS003;1256;;;;
10/03/2028;C0018;VS004;1718;;;;
10/03/2028;C0024;VS005;775;;;;
10/03/2028;C0023;AL001;545;;;;
10/03/2028;C0023;AL002;1743;;;;
10/03/2028;C0018;AS001;568;;;;
10/03/2028;C0023;AS002;313;;;;
13/03/2028;C0005;AT001;1015;;;;
13/03/2028;C0024;AT002;957;;;;
13/03/2028;C0001;CL001;1340;;;;
13/03/2028;C0024;CL002;263;;;;
13/03/2028;C0001;CS001;1071;;;;
13/03/2028;C0024;CS002;312;;;;
13/03/2028;C0024;CS003;400;;;;
13/03/2028;C0024;CS004;776;;;;
13/03/2028;C0005;CT001;781;;;;
13/03/2028;C0001;CT002;532;;;;
13/03/2028;C0001;CT003;1052;;;;
13/03/2028;C0001;VS001;384;;;;
14/03/2028;C0019;VS002;971;;;;
14/03/2028;C0024;VS003;741;;;;
14/03/2028;C0027;VS004;1232;;;;
14/03/2028;C0019;VS005;871;;;;
14/03/2028;C0024;AL001;812;;;;
14/03/2028;C0024;AL002;699;;;;
14/03/2028;C0019;AS001;379;;;;
14/03/2028;C0019;AS002;297;;;;
14/03/2028;C0019;AT001;444;;;;
14/03/2028;C0019;AT002;698;;;;
14/03/2028;C0019;CL001;1144;;;;
14/03/2028;C0019;CL002;447;;;;
14/03/2028;C0024;CS001;464;;;;
14/03/2028;C0019;CS002;1614;;;;
15/03/2028;C0008;CS003;1502;;;;
15/03/2028;C0026;CS004;970;;;;
15/03/2028;C0028;CT001;1143;;;;
15/03/2028;C0017;CT002;424;;;;
15/03/2028;C0028;CT003;1025;;;;
15/03/2028;C0008;VS001;825;;;;
15/03/2028;C0028;VS002;1324;;;;
15/03/2028;C0026;VS003;595;;;;
15/03/2028;C0008;VS004;1045;;;;
15/03/2028;C0026;VS005;224;;;;
15/03/2028;C0008;AL001;1219;;;;
15/03/2028;C0028;AL002;175;;;;
15/03/2028;C0026;AS001;565;;;;
15/03/2028;C0008;AS002;1407;;;;
16/03/2028;C0010;AT001;685;;;;
16/03/2028;C0016;AT002;472;;;;
16/03/2028;C0018;CL001;676;;;;
16/03/2028;C0004;CL002;635;;;;
16/03/2028;C0016;CS001;828;;;;
16/03/2028;C0016;CS002;732;;;;
16/03/2028;C0004;CS003;488;;;;
16/03/2028;C0018;CS004;1693;;;;
16/03/2028;C0010;CT001;409;;;;
16/03/2028;C0016;CT002;361;;;;
16/03/2028;C0016;CT003;952;;;;
16/03/2028;C0018;VS001;454;;;;
17/03/2028;C0021;VS002;1068;;;;
17/03/2028;C0001;VS003;1959;;;;
17/03/2028;C0019;VS004;858;;;;
17/03/2028;C0021;VS005;576;;;;
17/03/2028;C0021;AL001;201;;;;
17/03/2028;C0001;AL002;1647;;;;
17/03/2028;C0001;AS001;563;;;;
17/03/2028;C0021;AS002;651;;;;
17/03/2028;C0021;AT001;391;;;;
17/03/2028;C0001;AT002;1013;;;;
17/03/2028;C0001;CL001;1488;;;;
17/03/2028;C0001;CL002;672;;;;
17/03/2028;C0021;CS001;944;;;;
17/03/2028;C0019;CS002;824;;;;
17/03/2028;C0021;CS003;1016;;;;
17/03/2028;C0019;CS004;1442;;;;
17/03/2028;C0001;CT001;702;;;;
17/03/2028;C0021;CT002;537;;;;
20/03/2028;C0002;CT003;809;;;;
20/03/2028;C0025;VS001;714;;;;
20/03/2028;C0006;VS002;233;;;;
20/03/2028;C0021;VS003;567;;;;
20/03/2028;C0021;VS004;236;;;;
20/03/2028;C0002;VS005;445;;;;
20/03/2028;C0021;AL001;1130;;;;
20/03/2028;C0006;AL002;479;;;;
20/03/2028;C0002;AS001;904;;;;
20/03/2028;C0021;AS002;1020;;;;
20/03/2028;C0021;AT001;465;;;;
20/03/2028;C0025;AT002;1190;;;;
20/03/2028;C0021;CL001;884;;;;
20/03/2028;C0002;CL002;561;;;;
21/03/2028;C0030;CS001;498;;;;
21/03/2028;C0002;CS002;595;;;;
21/03/2028;C0027;CS003;469;;;;
21/03/2028;C0027;CS004;890;;;;
21/03/2028;C0002;CT001;428;;;;
21/03/2028;C0027;CT002;704;;;;
21/03/2028;C0027;CT003;1281;;;;
21/03/2028;C0002;VS001;1513;;;;
21/03/2028;C0030;VS002;757;;;;
21/03/2028;C0002;VS003;2004;;;;
21/03/2028;C0030;VS004;442;;;;
21/03/2028;C0030;VS005;1057;;;;
21/03/2028;C0027;AL001;651;;;;
21/03/2028;C0027;AL002;1708;;;;
21/03/2028;C0002;AS001;406;;;;
21/03/2028;C0027;AS002;344;;;;
21/03/2028;C0027;AT001;823;;;;
21/03/2028;C0027;AT002;1049;;;;
21/03/2028;C0030;CL001;351;;;;
21/03/2028;C0030;CL002;1060;;;;
22/03/2028;C0001;CS001;698;;;;
22/03/2028;C0014;CS002;343;;;;
22/03/2028;C0014;CS003;1460;;;;
22/03/2028;C0001;CS004;671;;;;
22/03/2028;C0014;CT001;732;;;;
22/03/2028;C0014;CT002;554;;;;
22/03/2028;C0001;CT003;459;;;;
22/03/2028;C0001;VS001;923;;;;
22/03/2028;C0014;VS002;184;;;;
22/03/2028;C0001;VS003;979;;;;
22/03/2028;C0014;VS004;561;;;;
22/03/2028;C0014;VS005;1680;;;;
23/03/2028;C0016;AL001;436;;;;
23/03/2028;C0021;AL002;712;;;;
23/03/2028;C0021;AS001;686;;;;
23/03/2028;C0016;AS002;740;;;;
23/03/2028;C0016;AT001;1197;;;;
23/03/2028;C0021;AT002;928;;;;
23/03/2028;C0016;CL001;660;;;;
23/03/2028;C0016;CL002;545;;;;
23/03/2028;C0016;CS001;472;;;;
23/03/2028;C0016;CS002;961;;;;
23/03/2028;C0016;CS003;360;;;;
23/03/2028;C0016;CS004;1065;;;;
23/03/2028;C0021;CT001;968;;;;
23/03/2028;C0016;CT002;689;;;;
23/03/2028;C0016;CT003;313;;;;
23/03/2028;C0016;VS001;782;;;;
23/03/2028;C0016;VS002;685;;;;
23/03/2028;C0021;VS003;358;;;;
24/03/2028;C0022;VS004;324;;;;
24/03/2028;C0021;VS005;321;;;;
24/03/2028;C0022;AL001;294;;;;
24/03/2028;C0022;AL002;1096;;;;
24/03/2028;C0021;AS001;997;;;;
24/03/2028;C0022;AS002;784;;;;
24/03/2028;C0021;AT001;1569;;;;
24/03/2028;C0022;AT002;1139;;;;
24/03/2028;C0021;CL001;1447;;;;
24/03/2028;C0022;CL002;634;;;;
24/03/2028;C0022;CS001;724;;;;
24/03/2028;C0021;CS002;1546;;;;
24/03/2028;C0022;CS003;1787;;;;
24/03/2028;C0021;CS004;375;;;;
24/03/2028;C0022;CT001;1495;;;;
24/03/2028;C0021;CT002;945;;;;
24/03/2028;C0021;CT003;560;;;;
24/03/2028;C0022;VS001;793;;;;
24/03/2028;C0022;VS002;418;;;;
27/03/2028;C0013;VS003;1044;;;;
27/03/2028;C0022;VS004;536;;;;
27/03/2028;C0013;VS005;511;;;;
27/03/2028;C0022;AL001;773;;;;
27/03/2028;C0013;AL002;694;;;;
27/03/2028;C0013;AS001;754;;;;
